Product_Name,Category,Date,Units_Sold
Oats (1kg),Grains & Staples,2023-09-27,56
Olive Oil,Oils & Fats,2023-09-27,43
Onions,Fruits & Vegetables,2023-09-27,119
Orange Juice (1L),Beverages,2023-09-27,69
Pasta (500g),Grains & Staples,2023-09-27,117
Potato Chips,Snacks & Confectionery,2023-09-27,145
Potatoes,Fruits & Vegetables,2023-09-27,71
Rice (5kg),Grains & Staples,2023-09-27,184
Salmon Fillet,Meat & Seafood,2023-09-27,47
Soy Sauce (300ml),Condiments & Spices,2023-09-27,56
Spinach,Fruits & Vegetables,2023-09-27,21
Tomato Ketchup,Condiments & Spices,2023-09-27,97
Tomatoes,Fruits & Vegetables,2023-09-27,104
Tuna (Canned),Meat & Seafood,2023-09-27,112
Vegetable Oil,Oils & Fats,2023-09-27,102
Whole Wheat Bread,Grains & Staples,2023-09-27,150
Bananas,Fruits & Vegetables,2023-09-28,210
Bell Pepper,Fruits & Vegetables,2023-09-28,100
Butter (250g),Oils & Fats,2023-09-28,63
Cheddar Cheese,Dairy & Eggs,2023-09-28,52
Chicken Breast,Meat & Seafood,2023-09-28,78
Cumin Powder,Condiments & Spices,2023-09-28,56
Dark Chocolate,Snacks & Confectionery,2023-09-28,49
Eggs (12pk),Dairy & Eggs,2023-09-28,192
Frozen Peas (500g),Frozen Foods,2023-09-28,93
Frozen Pizza,Frozen Foods,2023-09-28,47
Greek Yogurt,Dairy & Eggs,2023-09-28,92
Green Tea (20pk),Beverages,2023-09-28,51
Ground Beef,Meat & Seafood,2023-09-28,117
Honey (500g),Snacks & Confectionery,2023-09-28,52
Milk (1L),Dairy & Eggs,2023-09-28,182
Mineral Water (2L),Beverages,2023-09-28,190
Oats (1kg),Grains & Staples,2023-09-28,74
Olive Oil,Oils & Fats,2023-09-28,37
Onions,Fruits & Vegetables,2023-09-28,127
Orange Juice (1L),Beverages,2023-09-28,92
Pasta (500g),Grains & Staples,2023-09-28,110
Potato Chips,Snacks & Confectionery,2023-09-28,98
Potatoes,Fruits & Vegetables,2023-09-28,103
Rice (5kg),Grains & Staples,2023-09-28,228
Salmon Fillet,Meat & Seafood,2023-09-28,55
Soy Sauce (300ml),Condiments & Spices,2023-09-28,62
Spinach,Fruits & Vegetables,2023-09-28,60
Tomato Ketchup,Condiments & Spices,2023-09-28,108
Tomatoes,Fruits & Vegetables,2023-09-28,95
Tuna (Canned),Meat & Seafood,2023-09-28,134
Vegetable Oil,Oils & Fats,2023-09-28,120
Whole Wheat Bread,Grains & Staples,2023-09-28,158
Bananas,Fruits & Vegetables,2023-09-29,145
Bell Pepper,Fruits & Vegetables,2023-09-29,56
Butter (250g),Oils & Fats,2023-09-29,58
Cheddar Cheese,Dairy & Eggs,2023-09-29,48
Chicken Breast,Meat & Seafood,2023-09-29,63
Cumin Powder,Condiments & Spices,2023-09-29,49
Dark Chocolate,Snacks & Confectionery,2023-09-29,67
Eggs (12pk),Dairy & Eggs,2023-09-29,262
Frozen Peas (500g),Frozen Foods,2023-09-29,65
Frozen Pizza,Frozen Foods,2023-09-29,44
Greek Yogurt,Dairy & Eggs,2023-09-29,99
Green Tea (20pk),Beverages,2023-09-29,42
Ground Beef,Meat & Seafood,2023-09-29,133
Honey (500g),Snacks & Confectionery,2023-09-29,49
Milk (1L),Dairy & Eggs,2023-09-29,169
Mineral Water (2L),Beverages,2023-09-29,224
Oats (1kg),Grains & Staples,2023-09-29,56
Olive Oil,Oils & Fats,2023-09-29,56
Onions,Fruits & Vegetables,2023-09-29,128
Orange Juice (1L),Beverages,2023-09-29,89
Pasta (500g),Grains & Staples,2023-09-29,106
Potato Chips,Snacks & Confectionery,2023-09-29,132
Potatoes,Fruits & Vegetables,2023-09-29,77
Rice (5kg),Grains & Staples,2023-09-29,242
Salmon Fillet,Meat & Seafood,2023-09-29,60
Soy Sauce (300ml),Condiments & Spices,2023-09-29,55
Spinach,Fruits & Vegetables,2023-09-29,63
Tomato Ketchup,Condiments & Spices,2023-09-29,80
Tomatoes,Fruits & Vegetables,2023-09-29,67
Tuna (Canned),Meat & Seafood,2023-09-29,107
Vegetable Oil,Oils & Fats,2023-09-29,143
Whole Wheat Bread,Grains & Staples,2023-09-29,154
Bananas,Fruits & Vegetables,2023-09-30,228
Bell Pepper,Fruits & Vegetables,2023-09-30,110
Butter (250g),Oils & Fats,2023-09-30,74
Cheddar Cheese,Dairy & Eggs,2023-09-30,51
Chicken Breast,Meat & Seafood,2023-09-30,135
Cumin Powder,Condiments & Spices,2023-09-30,63
Dark Chocolate,Snacks & Confectionery,2023-09-30,80
Eggs (12pk),Dairy & Eggs,2023-09-30,254
Frozen Peas (500g),Frozen Foods,2023-09-30,75
Frozen Pizza,Frozen Foods,2023-09-30,82
Greek Yogurt,Dairy & Eggs,2023-09-30,101
Green Tea (20pk),Beverages,2023-09-30,81
Ground Beef,Meat & Seafood,2023-09-30,144
Honey (500g),Snacks & Confectionery,2023-09-30,75
Milk (1L),Dairy & Eggs,2023-09-30,229
Mineral Water (2L),Beverages,2023-09-30,286
Oats (1kg),Grains & Staples,2023-09-30,92
Olive Oil,Oils & Fats,2023-09-30,65
Onions,Fruits & Vegetables,2023-09-30,117
Orange Juice (1L),Beverages,2023-09-30,116
Pasta (500g),Grains & Staples,2023-09-30,148
Potato Chips,Snacks & Confectionery,2023-09-30,133
Potatoes,Fruits & Vegetables,2023-09-30,120
Rice (5kg),Grains & Staples,2023-09-30,253
Salmon Fillet,Meat & Seafood,2023-09-30,72
Soy Sauce (300ml),Condiments & Spices,2023-09-30,67
Spinach,Fruits & Vegetables,2023-09-30,52
Tomato Ketchup,Condiments & Spices,2023-09-30,114
Tomatoes,Fruits & Vegetables,2023-09-30,131
Tuna (Canned),Meat & Seafood,2023-09-30,130
Vegetable Oil,Oils & Fats,2023-09-30,153
Whole Wheat Bread,Grains & Staples,2023-09-30,207
Bananas,Fruits & Vegetables,2023-10-01,225
Bell Pepper,Fruits & Vegetables,2023-10-01,93
Butter (250g),Oils & Fats,2023-10-01,75
Cheddar Cheese,Dairy & Eggs,2023-10-01,62
Chicken Breast,Meat & Seafood,2023-10-01,128
Cumin Powder,Condiments & Spices,2023-10-01,50
Dark Chocolate,Snacks & Confectionery,2023-10-01,77
Eggs (12pk),Dairy & Eggs,2023-10-01,252
Frozen Peas (500g),Frozen Foods,2023-10-01,78
Frozen Pizza,Frozen Foods,2023-10-01,82
Greek Yogurt,Dairy & Eggs,2023-10-01,93
Green Tea (20pk),Beverages,2023-10-01,58
Ground Beef,Meat & Seafood,2023-10-01,126
Honey (500g),Snacks & Confectionery,2023-10-01,78
Milk (1L),Dairy & Eggs,2023-10-01,246
Mineral Water (2L),Beverages,2023-10-01,246
Oats (1kg),Grains & Staples,2023-10-01,62
Olive Oil,Oils & Fats,2023-10-01,56
Onions,Fruits & Vegetables,2023-10-01,122
Orange Juice (1L),Beverages,2023-10-01,105
Pasta (500g),Grains & Staples,2023-10-01,135
Potato Chips,Snacks & Confectionery,2023-10-01,118
Potatoes,Fruits & Vegetables,2023-10-01,115
Rice (5kg),Grains & Staples,2023-10-01,206
Salmon Fillet,Meat & Seafood,2023-10-01,80
Soy Sauce (300ml),Condiments & Spices,2023-10-01,74
Spinach,Fruits & Vegetables,2023-10-01,24
Tomato Ketchup,Condiments & Spices,2023-10-01,99
Tomatoes,Fruits & Vegetables,2023-10-01,101
Tuna (Canned),Meat & Seafood,2023-10-01,159
Vegetable Oil,Oils & Fats,2023-10-01,167
Whole Wheat Bread,Grains & Staples,2023-10-01,204
Bananas,Fruits & Vegetables,2023-10-02,236
Bell Pepper,Fruits & Vegetables,2023-10-02,96
Butter (250g),Oils & Fats,2023-10-02,109
Cheddar Cheese,Dairy & Eggs,2023-10-02,88
Chicken Breast,Meat & Seafood,2023-10-02,151
Cumin Powder,Condiments & Spices,2023-10-02,83
Dark Chocolate,Snacks & Confectionery,2023-10-02,92
Eggs (12pk),Dairy & Eggs,2023-10-02,276
Frozen Peas (500g),Frozen Foods,2023-10-02,84
Frozen Pizza,Frozen Foods,2023-10-02,98
Greek Yogurt,Dairy & Eggs,2023-10-02,117
Green Tea (20pk),Beverages,2023-10-02,83
Ground Beef,Meat & Seafood,2023-10-02,126
Honey (500g),Snacks & Confectionery,2023-10-02,82
Milk (1L),Dairy & Eggs,2023-10-02,263
Mineral Water (2L),Beverages,2023-10-02,292
Oats (1kg),Grains & Staples,2023-10-02,84
Olive Oil,Oils & Fats,2023-10-02,57
Onions,Fruits & Vegetables,2023-10-02,124
Orange Juice (1L),Beverages,2023-10-02,126
Pasta (500g),Grains & Staples,2023-10-02,143
Potato Chips,Snacks & Confectionery,2023-10-02,158
Potatoes,Fruits & Vegetables,2023-10-02,153
Rice (5kg),Grains & Staples,2023-10-02,284
Salmon Fillet,Meat & Seafood,2023-10-02,69
Soy Sauce (300ml),Condiments & Spices,2023-10-02,99
Spinach,Fruits & Vegetables,2023-10-02,63
Tomato Ketchup,Condiments & Spices,2023-10-02,143
Tomatoes,Fruits & Vegetables,2023-10-02,102
Tuna (Canned),Meat & Seafood,2023-10-02,193
Vegetable Oil,Oils & Fats,2023-10-02,184
Whole Wheat Bread,Grains & Staples,2023-10-02,248
Bananas,Fruits & Vegetables,2023-10-03,176
Bell Pepper,Fruits & Vegetables,2023-10-03,83
Butter (250g),Oils & Fats,2023-10-03,74
Cheddar Cheese,Dairy & Eggs,2023-10-03,51
Chicken Breast,Meat & Seafood,2023-10-03,149
Cumin Powder,Condiments & Spices,2023-10-03,42
Dark Chocolate,Snacks & Confectionery,2023-10-03,90
Eggs (12pk),Dairy & Eggs,2023-10-03,217
Frozen Peas (500g),Frozen Foods,2023-10-03,72
Frozen Pizza,Frozen Foods,2023-10-03,54
Greek Yogurt,Dairy & Eggs,2023-10-03,86
Green Tea (20pk),Beverages,2023-10-03,49
Ground Beef,Meat & Seafood,2023-10-03,93
Honey (500g),Snacks & Confectionery,2023-10-03,49
Milk (1L),Dairy & Eggs,2023-10-03,187
Mineral Water (2L),Beverages,2023-10-03,218
Oats (1kg),Grains & Staples,2023-10-03,83
Olive Oil,Oils & Fats,2023-10-03,36
Onions,Fruits & Vegetables,2023-10-03,91
Orange Juice (1L),Beverages,2023-10-03,104
Pasta (500g),Grains & Staples,2023-10-03,97
Potato Chips,Snacks & Confectionery,2023-10-03,124
Potatoes,Fruits & Vegetables,2023-10-03,95
Rice (5kg),Grains & Staples,2023-10-03,214
Salmon Fillet,Meat & Seafood,2023-10-03,34
Soy Sauce (300ml),Condiments & Spices,2023-10-03,73
Spinach,Fruits & Vegetables,2023-10-03,45
Tomato Ketchup,Condiments & Spices,2023-10-03,102
Tomatoes,Fruits & Vegetables,2023-10-03,83
Tuna (Canned),Meat & Seafood,2023-10-03,149
Vegetable Oil,Oils & Fats,2023-10-03,131
Whole Wheat Bread,Grains & Staples,2023-10-03,188
Bananas,Fruits & Vegetables,2023-10-04,164
Bell Pepper,Fruits & Vegetables,2023-10-04,79
Butter (250g),Oils & Fats,2023-10-04,74
Cheddar Cheese,Dairy & Eggs,2023-10-04,55
Chicken Breast,Meat & Seafood,2023-10-04,94
Cumin Powder,Condiments & Spices,2023-10-04,56
Dark Chocolate,Snacks & Confectionery,2023-10-04,72
Eggs (12pk),Dairy & Eggs,2023-10-04,220
Frozen Peas (500g),Frozen Foods,2023-10-04,66
Frozen Pizza,Frozen Foods,2023-10-04,68
Greek Yogurt,Dairy & Eggs,2023-10-04,71
Green Tea (20pk),Beverages,2023-10-04,48
Ground Beef,Meat & Seafood,2023-10-04,135
Honey (500g),Snacks & Confectionery,2023-10-04,52
Milk (1L),Dairy & Eggs,2023-10-04,182
Mineral Water (2L),Beverages,2023-10-04,157
Oats (1kg),Grains & Staples,2023-10-04,67
Olive Oil,Oils & Fats,2023-10-04,47
Onions,Fruits & Vegetables,2023-10-04,118
Orange Juice (1L),Beverages,2023-10-04,101
Pasta (500g),Grains & Staples,2023-10-04,118
Potato Chips,Snacks & Confectionery,2023-10-04,114
Potatoes,Fruits & Vegetables,2023-10-04,95
Rice (5kg),Grains & Staples,2023-10-04,195
Salmon Fillet,Meat & Seafood,2023-10-04,55
Soy Sauce (300ml),Condiments & Spices,2023-10-04,57
Spinach,Fruits & Vegetables,2023-10-04,34
Tomato Ketchup,Condiments & Spices,2023-10-04,85
Tomatoes,Fruits & Vegetables,2023-10-04,121
Tuna (Canned),Meat & Seafood,2023-10-04,137
Vegetable Oil,Oils & Fats,2023-10-04,141
Whole Wheat Bread,Grains & Staples,2023-10-04,200
Bananas,Fruits & Vegetables,2023-10-05,176
Bell Pepper,Fruits & Vegetables,2023-10-05,66
Butter (250g),Oils & Fats,2023-10-05,69
Cheddar Cheese,Dairy & Eggs,2023-10-05,62
Chicken Breast,Meat & Seafood,2023-10-05,151
Cumin Powder,Condiments & Spices,2023-10-05,51
Dark Chocolate,Snacks & Confectionery,2023-10-05,94
Eggs (12pk),Dairy & Eggs,2023-10-05,241
Frozen Peas (500g),Frozen Foods,2023-10-05,65
Frozen Pizza,Frozen Foods,2023-10-05,54
Greek Yogurt,Dairy & Eggs,2023-10-05,78
Green Tea (20pk),Beverages,2023-10-05,35
Ground Beef,Meat & Seafood,2023-10-05,131
Honey (500g),Snacks & Confectionery,2023-10-05,51
Milk (1L),Dairy & Eggs,2023-10-05,173
Mineral Water (2L),Beverages,2023-10-05,198
Oats (1kg),Grains & Staples,2023-10-05,62
Olive Oil,Oils & Fats,2023-10-05,42
Onions,Fruits & Vegetables,2023-10-05,128
Orange Juice (1L),Beverages,2023-10-05,102
Pasta (500g),Grains & Staples,2023-10-05,123
Potato Chips,Snacks & Confectionery,2023-10-05,133
Potatoes,Fruits & Vegetables,2023-10-05,110
Rice (5kg),Grains & Staples,2023-10-05,226
Salmon Fillet,Meat & Seafood,2023-10-05,73
Soy Sauce (300ml),Condiments & Spices,2023-10-05,59
Spinach,Fruits & Vegetables,2023-10-05,40
Tomato Ketchup,Condiments & Spices,2023-10-05,115
Tomatoes,Fruits & Vegetables,2023-10-05,107
Tuna (Canned),Meat & Seafood,2023-10-05,129
Vegetable Oil,Oils & Fats,2023-10-05,125
Whole Wheat Bread,Grains & Staples,2023-10-05,166
Bananas,Fruits & Vegetables,2023-10-06,200
Bell Pepper,Fruits & Vegetables,2023-10-06,76
Butter (250g),Oils & Fats,2023-10-06,55
Cheddar Cheese,Dairy & Eggs,2023-10-06,63
Chicken Breast,Meat & Seafood,2023-10-06,157
Cumin Powder,Condiments & Spices,2023-10-06,49
Dark Chocolate,Snacks & Confectionery,2023-10-06,84
Eggs (12pk),Dairy & Eggs,2023-10-06,194
Frozen Peas (500g),Frozen Foods,2023-10-06,55
Frozen Pizza,Frozen Foods,2023-10-06,43
Greek Yogurt,Dairy & Eggs,2023-10-06,77
Green Tea (20pk),Beverages,2023-10-06,60
Ground Beef,Meat & Seafood,2023-10-06,90
Honey (500g),Snacks & Confectionery,2023-10-06,48
Milk (1L),Dairy & Eggs,2023-10-06,160
Mineral Water (2L),Beverages,2023-10-06,218
Oats (1kg),Grains & Staples,2023-10-06,89
Olive Oil,Oils & Fats,2023-10-06,44
Onions,Fruits & Vegetables,2023-10-06,82
Orange Juice (1L),Beverages,2023-10-06,90
Pasta (500g),Grains & Staples,2023-10-06,116
Potato Chips,Snacks & Confectionery,2023-10-06,138
Potatoes,Fruits & Vegetables,2023-10-06,104
Rice (5kg),Grains & Staples,2023-10-06,214
Salmon Fillet,Meat & Seafood,2023-10-06,45
Soy Sauce (300ml),Condiments & Spices,2023-10-06,50
Spinach,Fruits & Vegetables,2023-10-06,65
Tomato Ketchup,Condiments & Spices,2023-10-06,101
Tomatoes,Fruits & Vegetables,2023-10-06,83
Tuna (Canned),Meat & Seafood,2023-10-06,118
Vegetable Oil,Oils & Fats,2023-10-06,119
Whole Wheat Bread,Grains & Staples,2023-10-06,185
Bananas,Fruits & Vegetables,2023-10-07,218
Bell Pepper,Fruits & Vegetables,2023-10-07,84
Butter (250g),Oils & Fats,2023-10-07,78
Cheddar Cheese,Dairy & Eggs,2023-10-07,59
Chicken Breast,Meat & Seafood,2023-10-07,91
Cumin Powder,Condiments & Spices,2023-10-07,59
Dark Chocolate,Snacks & Confectionery,2023-10-07,104
Eggs (12pk),Dairy & Eggs,2023-10-07,237
Frozen Peas (500g),Frozen Foods,2023-10-07,57
Frozen Pizza,Frozen Foods,2023-10-07,80
Greek Yogurt,Dairy & Eggs,2023-10-07,131
Green Tea (20pk),Beverages,2023-10-07,78
Ground Beef,Meat & Seafood,2023-10-07,66
Honey (500g),Snacks & Confectionery,2023-10-07,66
Milk (1L),Dairy & Eggs,2023-10-07,209
Mineral Water (2L),Beverages,2023-10-07,220
Oats (1kg),Grains & Staples,2023-10-07,93
Olive Oil,Oils & Fats,2023-10-07,64
Onions,Fruits & Vegetables,2023-10-07,112
Orange Juice (1L),Beverages,2023-10-07,102
Pasta (500g),Grains & Staples,2023-10-07,158
Potato Chips,Snacks & Confectionery,2023-10-07,113
Potatoes,Fruits & Vegetables,2023-10-07,124
Rice (5kg),Grains & Staples,2023-10-07,231
Salmon Fillet,Meat & Seafood,2023-10-07,69
Soy Sauce (300ml),Condiments & Spices,2023-10-07,81
Spinach,Fruits & Vegetables,2023-10-07,64
Tomato Ketchup,Condiments & Spices,2023-10-07,114
Tomatoes,Fruits & Vegetables,2023-10-07,100
Tuna (Canned),Meat & Seafood,2023-10-07,179
Vegetable Oil,Oils & Fats,2023-10-07,155
Whole Wheat Bread,Grains & Staples,2023-10-07,189
Bananas,Fruits & Vegetables,2023-10-08,216
Bell Pepper,Fruits & Vegetables,2023-10-08,91
Butter (250g),Oils & Fats,2023-10-08,87
Cheddar Cheese,Dairy & Eggs,2023-10-08,80
Chicken Breast,Meat & Seafood,2023-10-08,142
Cumin Powder,Condiments & Spices,2023-10-08,56
Dark Chocolate,Snacks & Confectionery,2023-10-08,65
Eggs (12pk),Dairy & Eggs,2023-10-08,280
Frozen Peas (500g),Frozen Foods,2023-10-08,69
Frozen Pizza,Frozen Foods,2023-10-08,87
Greek Yogurt,Dairy & Eggs,2023-10-08,62
Green Tea (20pk),Beverages,2023-10-08,56
Ground Beef,Meat & Seafood,2023-10-08,117
Honey (500g),Snacks & Confectionery,2023-10-08,72
Milk (1L),Dairy & Eggs,2023-10-08,201
Mineral Water (2L),Beverages,2023-10-08,206
Oats (1kg),Grains & Staples,2023-10-08,99
Olive Oil,Oils & Fats,2023-10-08,62
Onions,Fruits & Vegetables,2023-10-08,121
Orange Juice (1L),Beverages,2023-10-08,108
Pasta (500g),Grains & Staples,2023-10-08,155
Potato Chips,Snacks & Confectionery,2023-10-08,111
Potatoes,Fruits & Vegetables,2023-10-08,126
Rice (5kg),Grains & Staples,2023-10-08,244
Salmon Fillet,Meat & Seafood,2023-10-08,69
Soy Sauce (300ml),Condiments & Spices,2023-10-08,73
Spinach,Fruits & Vegetables,2023-10-08,45
Tomato Ketchup,Condiments & Spices,2023-10-08,112
Tomatoes,Fruits & Vegetables,2023-10-08,100
Tuna (Canned),Meat & Seafood,2023-10-08,171
Vegetable Oil,Oils & Fats,2023-10-08,160
Whole Wheat Bread,Grains & Staples,2023-10-08,219
Bananas,Fruits & Vegetables,2023-10-09,165
Bell Pepper,Fruits & Vegetables,2023-10-09,84
Butter (250g),Oils & Fats,2023-10-09,54
Cheddar Cheese,Dairy & Eggs,2023-10-09,69
Chicken Breast,Meat & Seafood,2023-10-09,107
Cumin Powder,Condiments & Spices,2023-10-09,59
Dark Chocolate,Snacks & Confectionery,2023-10-09,75
Eggs (12pk),Dairy & Eggs,2023-10-09,247
Frozen Peas (500g),Frozen Foods,2023-10-09,65
Frozen Pizza,Frozen Foods,2023-10-09,42
Greek Yogurt,Dairy & Eggs,2023-10-09,81
Green Tea (20pk),Beverages,2023-10-09,39
Ground Beef,Meat & Seafood,2023-10-09,95
Honey (500g),Snacks & Confectionery,2023-10-09,60
Milk (1L),Dairy & Eggs,2023-10-09,202
Mineral Water (2L),Beverages,2023-10-09,189
Oats (1kg),Grains & Staples,2023-10-09,72
Olive Oil,Oils & Fats,2023-10-09,58
Onions,Fruits & Vegetables,2023-10-09,105
Orange Juice (1L),Beverages,2023-10-09,100
Pasta (500g),Grains & Staples,2023-10-09,115
Potato Chips,Snacks & Confectionery,2023-10-09,87
Potatoes,Fruits & Vegetables,2023-10-09,79
Rice (5kg),Grains & Staples,2023-10-09,187
Salmon Fillet,Meat & Seafood,2023-10-09,53
Soy Sauce (300ml),Condiments & Spices,2023-10-09,81
Spinach,Fruits & Vegetables,2023-10-09,28
Tomato Ketchup,Condiments & Spices,2023-10-09,98
Tomatoes,Fruits & Vegetables,2023-10-09,130
Tuna (Canned),Meat & Seafood,2023-10-09,114
Vegetable Oil,Oils & Fats,2023-10-09,116
Whole Wheat Bread,Grains & Staples,2023-10-09,184
Bananas,Fruits & Vegetables,2023-10-10,146
Bell Pepper,Fruits & Vegetables,2023-10-10,97
Butter (250g),Oils & Fats,2023-10-10,72
Cheddar Cheese,Dairy & Eggs,2023-10-10,47
Chicken Breast,Meat & Seafood,2023-10-10,44
Cumin Powder,Condiments & Spices,2023-10-10,50
Dark Chocolate,Snacks & Confectionery,2023-10-10,61
Eggs (12pk),Dairy & Eggs,2023-10-10,191
Frozen Peas (500g),Frozen Foods,2023-10-10,57
Frozen Pizza,Frozen Foods,2023-10-10,42
Greek Yogurt,Dairy & Eggs,2023-10-10,107
Green Tea (20pk),Beverages,2023-10-10,63
Ground Beef,Meat & Seafood,2023-10-10,95
Honey (500g),Snacks & Confectionery,2023-10-10,56
Milk (1L),Dairy & Eggs,2023-10-10,180
Mineral Water (2L),Beverages,2023-10-10,191
Oats (1kg),Grains & Staples,2023-10-10,107
Olive Oil,Oils & Fats,2023-10-10,39
Onions,Fruits & Vegetables,2023-10-10,87
Orange Juice (1L),Beverages,2023-10-10,56
Pasta (500g),Grains & Staples,2023-10-10,96
Potato Chips,Snacks & Confectionery,2023-10-10,94
Potatoes,Fruits & Vegetables,2023-10-10,111
Rice (5kg),Grains & Staples,2023-10-10,200
Salmon Fillet,Meat & Seafood,2023-10-10,51
Soy Sauce (300ml),Condiments & Spices,2023-10-10,70
Spinach,Fruits & Vegetables,2023-10-10,43
Tomato Ketchup,Condiments & Spices,2023-10-10,74
Tomatoes,Fruits & Vegetables,2023-10-10,95
Tuna (Canned),Meat & Seafood,2023-10-10,132
Vegetable Oil,Oils & Fats,2023-10-10,114
Whole Wheat Bread,Grains & Staples,2023-10-10,183
Bananas,Fruits & Vegetables,2023-10-11,169
Bell Pepper,Fruits & Vegetables,2023-10-11,54
Butter (250g),Oils & Fats,2023-10-11,87
Cheddar Cheese,Dairy & Eggs,2023-10-11,50
Chicken Breast,Meat & Seafood,2023-10-11,81
Cumin Powder,Condiments & Spices,2023-10-11,42
Dark Chocolate,Snacks & Confectionery,2023-10-11,44
Eggs (12pk),Dairy & Eggs,2023-10-11,249
Frozen Peas (500g),Frozen Foods,2023-10-11,66
Frozen Pizza,Frozen Foods,2023-10-11,56
Greek Yogurt,Dairy & Eggs,2023-10-11,84
Green Tea (20pk),Beverages,2023-10-11,38
Ground Beef,Meat & Seafood,2023-10-11,110
Honey (500g),Snacks & Confectionery,2023-10-11,56
Milk (1L),Dairy & Eggs,2023-10-11,177
Mineral Water (2L),Beverages,2023-10-11,171
Oats (1kg),Grains & Staples,2023-10-11,67
Olive Oil,Oils & Fats,2023-10-11,44
Onions,Fruits & Vegetables,2023-10-11,106
Orange Juice (1L),Beverages,2023-10-11,97
Pasta (500g),Grains & Staples,2023-10-11,89
Potato Chips,Snacks & Confectionery,2023-10-11,129
Potatoes,Fruits & Vegetables,2023-10-11,109
Rice (5kg),Grains & Staples,2023-10-11,193
Salmon Fillet,Meat & Seafood,2023-10-11,40
Soy Sauce (300ml),Condiments & Spices,2023-10-11,64
Spinach,Fruits & Vegetables,2023-10-11,44
Tomato Ketchup,Condiments & Spices,2023-10-11,88
Tomatoes,Fruits & Vegetables,2023-10-11,96
Tuna (Canned),Meat & Seafood,2023-10-11,134
Vegetable Oil,Oils & Fats,2023-10-11,122
Whole Wheat Bread,Grains & Staples,2023-10-11,165
Bananas,Fruits & Vegetables,2023-10-12,194
Bell Pepper,Fruits & Vegetables,2023-10-12,105
Butter (250g),Oils & Fats,2023-10-12,76
Cheddar Cheese,Dairy & Eggs,2023-10-12,70
Chicken Breast,Meat & Seafood,2023-10-12,137
Cumin Powder,Condiments & Spices,2023-10-12,48
Dark Chocolate,Snacks & Confectionery,2023-10-12,88
Eggs (12pk),Dairy & Eggs,2023-10-12,226
Frozen Peas (500g),Frozen Foods,2023-10-12,60
Frozen Pizza,Frozen Foods,2023-10-12,68
Greek Yogurt,Dairy & Eggs,2023-10-12,93
Green Tea (20pk),Beverages,2023-10-12,67
Ground Beef,Meat & Seafood,2023-10-12,117
Honey (500g),Snacks & Confectionery,2023-10-12,55
Milk (1L),Dairy & Eggs,2023-10-12,192
Mineral Water (2L),Beverages,2023-10-12,236
Oats (1kg),Grains & Staples,2023-10-12,96
Olive Oil,Oils & Fats,2023-10-12,53
Onions,Fruits & Vegetables,2023-10-12,91
Orange Juice (1L),Beverages,2023-10-12,95
Pasta (500g),Grains & Staples,2023-10-12,103
Potato Chips,Snacks & Confectionery,2023-10-12,119
Potatoes,Fruits & Vegetables,2023-10-12,86
Rice (5kg),Grains & Staples,2023-10-12,224
Salmon Fillet,Meat & Seafood,2023-10-12,24
Soy Sauce (300ml),Condiments & Spices,2023-10-12,60
Spinach,Fruits & Vegetables,2023-10-12,53
Tomato Ketchup,Condiments & Spices,2023-10-12,90
Tomatoes,Fruits & Vegetables,2023-10-12,107
Tuna (Canned),Meat & Seafood,2023-10-12,127
